"Scenario","Region","Variable","Year","Value"
"Canada Net-zero","Nunavut","Solar (Utility scale)",2046,44.73770836
"Canada Net-zero","Nunavut","Total",2046,479.976684734
"Canada Net-zero","Ontario","Bioenergy",2046,8871.172318
"Canada Net-zero","Ontario","Bioenergy with CCUS",2046,2102.4
"Canada Net-zero","Ontario","Hydro",2046,40616.97848
"Canada Net-zero","Ontario","Natural Gas",2046,5284.906678
"Canada Net-zero","Ontario","Natural Gas with CCUS",2046,17680.55057
"Canada Net-zero","Ontario","Oil",2046,0
"Canada Net-zero","Ontario","Onshore Wind",2046,200132.5222
"Canada Net-zero","Ontario","Solar (Distributed)",2046,5069.054451
"Canada Net-zero","Ontario","Solar (Utility scale)",2046,12828.81675
"Canada Net-zero","Ontario","Uranium",2046,85156.58325
"Canada Net-zero","Ontario","Uranium SMR",2046,77669.50514
"Canada Net-zero","Ontario","Total",2046,455412.489837
"Canada Net-zero","Prince Edward Island","Bioenergy",2046,3.197442656
"Canada Net-zero","Prince Edward Island","Oil",2046,0
"Canada Net-zero","Prince Edward Island","Onshore Wind",2046,1559.373152
"Canada Net-zero","Prince Edward Island","Solar (Distributed)",2046,5.451746843
"Canada Net-zero","Prince Edward Island","Solar (Utility scale)",2046,95.95021954
"Canada Net-zero","Prince Edward Island","Uranium SMR",2046,2809.094013
"Canada Net-zero","Prince Edward Island","Total",2046,4473.06657403899
"Canada Net-zero","Quebec","Bioenergy",2046,1674.005165
"Canada Net-zero","Quebec","Hydro",2046,266362.5409
"Canada Net-zero","Quebec","Natural Gas",2046,0
"Canada Net-zero","Quebec","Oil",2046,324.0575278
"Canada Net-zero","Quebec","Onshore Wind",2046,22979.86319
"Canada Net-zero","Quebec","Solar (Distributed)",2046,757.5633064
"Canada Net-zero","Quebec","Solar (Utility scale)",2046,0.397480685
"Canada Net-zero","Quebec","Uranium SMR",2046,19750.95328
"Canada Net-zero","Quebec","Total",2046,311849.380849885
"Canada Net-zero","Saskatchewan","Bioenergy",2046,117.049518
"Canada Net-zero","Saskatchewan","Bioenergy with CCUS",2046,16030.8
"Canada Net-zero","Saskatchewan","Coal and Coke",2046,0
"Canada Net-zero","Saskatchewan","Coal with CCUS",2046,0
"Canada Net-zero","Saskatchewan","Hydro",2046,4160.542661
"Canada Net-zero","Saskatchewan","Natural Gas",2046,433.1855411
"Canada Net-zero","Saskatchewan","Natural Gas with CCUS",2046,1010.704236
"Canada Net-zero","Saskatchewan","Oil",2046,0
"Canada Net-zero","Saskatchewan","Onshore Wind",2046,20873.26573
"Canada Net-zero","Saskatchewan","Solar (Distributed)",2046,479.2614176
"Canada Net-zero","Saskatchewan","Solar (Utility scale)",2046,2865.143629
"Canada Net-zero","Saskatchewan","Uranium SMR",2046,6526.638226
"Canada Net-zero","Saskatchewan","Total",2046,52496.5909587
"Canada Net-zero","Yukon","Bioenergy",2046,21.764348255
"Canada Net-zero","Yukon","Hydro",2046,462.4421726
"Canada Net-zero","Yukon","Natural Gas",2046,145.6866239
"Canada Net-zero","Yukon","Oil",2046,99.64837221
"Canada Net-zero","Yukon","Onshore Wind",2046,51.13600448
"Canada Net-zero","Yukon","Solar (Distributed)",2046,1.082146306
"Canada Net-zero","Yukon","Solar (Utility scale)",2046,60.36288336
"Canada Net-zero","Yukon","Total",2046,842.122551111
"Current Measures","Alberta","Bioenergy",2046,225.05397089
"Current Measures","Alberta","Coal and Coke",2046,0
"Current Measures","Alberta","Hydro",2046,1649.946388
"Current Measures","Alberta","Natural Gas",2046,69740.76156
"Current Measures","Alberta","Oil",2046,0
"Current Measures","Alberta","Onshore Wind",2046,38504.65972
"Current Measures","Alberta","Solar (Distributed)",2046,1571.663853
"Current Measures","Alberta","Solar (Utility scale)",2046,8930.082774
"Current Measures","Alberta","Total",2046,120622.16826589
"Current Measures","British Columbia","Bioenergy",2046,2492.247943
"Current Measures","British Columbia","Hydro",2046,63002.30585
"Current Measures","British Columbia","Natural Gas",2046,7895.503124
"Current Measures","British Columbia","Oil",2046,0
"Current Measures","British Columbia","Onshore Wind",2046,25297.83698
"Current Measures","British Columbia","Solar (Distributed)",2046,1133.940101
"Current Measures","British Columbia","Solar (Utility scale)",2046,10601.73256
"Current Measures","British Columbia","Total",2046,110423.566557999
"Current Measures","Manitoba","Bioenergy",2046,1456.202862
"Current Measures","Manitoba","Hydro",2046,36717.03217
"Current Measures","Manitoba","Natural Gas",2046,0
"Current Measures","Manitoba","Oil",2046,0.397732918
"Current Measures","Manitoba","Onshore Wind",2046,5346.073576
"Current Measures","Manitoba","Solar (Distributed)",2046,53.69322198
"Current Measures","Manitoba","Solar (Utility scale)",2046,695.4009932
"Current Measures","Manitoba","Total",2046,44268.800556098
"Current Measures","New Brunswick","Bioenergy",2046,84.20751714
"Current Measures","New Brunswick","Coal and Coke",2046,0
"Current Measures","New Brunswick","Hydro",2046,2304.750183
"Current Measures","New Brunswick","Natural Gas",2046,0
"Current Measures","New Brunswick","Oil",2046,0.044690302
"Current Measures","New Brunswick","Onshore Wind",2046,10541.2851
"Current Measures","New Brunswick","Solar (Distributed)",2046,25.12431508
"Current Measures","New Brunswick","Solar (Utility scale)",2046,48.1292859
"Current Measures","New Brunswick","Uranium",2046,4949.688064
"Current Measures","New Brunswick","Total",2046,17953.229155422
"Current Measures","Newfoundland and Labrador","Hydro",2046,45389.90514
"Current Measures","Newfoundland and Labrador","Natural Gas",2046,0
"Current Measures","Newfoundland and Labrador","Oil",2046,0
"Current Measures","Newfoundland and Labrador","Onshore Wind",2046,194.4986979
"Current Measures","Newfoundland and Labrador","Solar (Distributed)",2046,14.9432601
"Current Measures","Newfoundland and Labrador","Solar (Utility scale)",2046,0.019396747
"Current Measures","Newfoundland and Labrador","Total",2046,45599.366494747
"Current Measures","Nova Scotia","Bioenergy",2046,496.5885577
"Current Measures","Nova Scotia","Coal and Coke",2046,0
"Current Measures","Nova Scotia","Hydro",2046,982.7749872
"Current Measures","Nova Scotia","Natural Gas",2046,4218.232142
"Current Measures","Nova Scotia","Oil",2046,0
"Current Measures","Nova Scotia","Onshore Wind",2046,7607.480029
"Current Measures","Nova Scotia","Solar (Distributed)",2046,21.21227511
"Current Measures","Nova Scotia","Solar (Utility scale)",2046,264.4568752
"Current Measures","Nova Scotia","Total",2046,13590.74486621
"Current Measures","Northwest Territories","Hydro",2046,344.3056372
"Current Measures","Northwest Territories","Natural Gas",2046,0
"Current Measures","Northwest Territories","Oil",2046,10.97547408
"Current Measures","Northwest Territories","Onshore Wind",2046,20.0310214
"Current Measures","Northwest Territories","Solar (Distributed)",2046,0.525031349
"Current Measures","Northwest Territories","Solar (Utility scale)",2046,2.704785064
"Current Measures","Northwest Territories","Total",2046,378.541949092999
"Current Measures","Nunavut","Bioenergy",2046,171.0130109
"Current Measures","Nunavut","Oil",2046,85.97679517
"Current Measures","Nunavut","Onshore Wind",2046,90.69496319
"Current Measures","Nunavut","Solar (Distributed)",2046,0.247743178
"Current Measures","Nunavut","Solar (Utility scale)",2046,43.60013203
"Current Measures","Nunavut","Total",2046,391.532644468
"Current Measures","Ontario","Bioenergy",2046,1908.236432
"Current Measures","Ontario","Hydro",2046,37216.61364
"Current Measures","Ontario","Natural Gas",2046,10751.62876
"Current Measures","Ontario","Oil",2046,0
"Current Measures","Ontario","Onshore Wind",2046,83097.21225
"Current Measures","Ontario","Solar (Distributed)",2046,4195.523123
"Current Measures","Ontario","Solar (Utility scale)",2046,11577.95324
"Current Measures","Ontario","Uranium",2046,81230.9798
"Current Measures","Ontario","Uranium SMR",2046,1745.2053
"Current Measures","Ontario","Total",2046,231723.352545
"Current Measures","Prince Edward Island","Bioenergy",2046,90.6330432
"Current Measures","Prince Edward Island","Oil",2046,2.26217859
"Current Measures","Prince Edward Island","Onshore Wind",2046,2801.913642
"Current Measures","Prince Edward Island","Solar (Distributed)",2046,4.339439418
"Current Measures","Prince Edward Island","Solar (Utility scale)",2046,104.70545
"Current Measures","Prince Edward Island","Total",2046,3003.853753208
"Current Measures","Quebec","Bioenergy",2046,21586.5125199999
"Current Measures","Quebec","Hydro",2046,248567.3318
"Current Measures","Quebec","Natural Gas",2046,0
"Current Measures","Quebec","Oil",2046,320.616
"Current Measures","Quebec","Onshore Wind",2046,35001.5117
"Current Measures","Quebec","Solar (Distributed)",2046,378.7816532
"Current Measures","Quebec","Solar (Utility scale)",2046,1213.721617
"Current Measures","Quebec","Total",2046,307068.4752902
"Current Measures","Saskatchewan","Bioenergy",2046,213.5674197
"Current Measures","Saskatchewan","Coal and Coke",2046,0
"Current Measures","Saskatchewan","Coal with CCUS",2046,654.81
"Current Measures","Saskatchewan","Hydro",2046,3818.508543
"Current Measures","Saskatchewan","Natural Gas",2046,8282.188956
"Current Measures","Saskatchewan","Oil",2046,0
"Current Measures","Saskatchewan","Onshore Wind",2046,16721.31507
"Current Measures","Saskatchewan","Solar (Distributed)",2046,261.0319177
"Current Measures","Saskatchewan","Solar (Utility scale)",2046,5904.538057
"Current Measures","Saskatchewan","Total",2046,35855.9599634
"Current Measures","Yukon","Bioenergy",2046,5.760328892
"Current Measures","Yukon","Hydro",2046,453.6337912
"Current Measures","Yukon","Natural Gas",2046,68.92123028
"Current Measures","Yukon","Oil",2046,22.334277
"Current Measures","Yukon","Onshore Wind",2046,14.57229873
"Current Measures","Yukon","Solar (Distributed)",2046,0.603947568
"Current Measures","Yukon","Solar (Utility scale)",2046,46.87613516
"Current Measures","Yukon","Total",2046,612.70200883
"Global Net-zero","Alberta","Bioenergy",2046,900.5905022
"Global Net-zero","Alberta","Bioenergy with CCUS",2046,19491
"Global Net-zero","Alberta","Coal and Coke",2046,0
"Global Net-zero","Alberta","Hydro",2046,1298.788797
"Global Net-zero","Alberta","Natural Gas",2046,626.5680265
"Global Net-zero","Alberta","Natural Gas with CCUS",2046,19847.93124
"Global Net-zero","Alberta","Oil",2046,0
"Global Net-zero","Alberta","Onshore Wind",2046,50169.05942
"Global Net-zero","Alberta","Solar (Distributed)",2046,2720.187437
"Global Net-zero","Alberta","Solar (Utility scale)",2046,22192.24807
"Global Net-zero","Alberta","Uranium SMR",2046,7229.501628
"Global Net-zero","Alberta","Total",2046,124475.8751207
"Global Net-zero","British Columbia","Bioenergy",2046,2100.47994967
"Global Net-zero","British Columbia","Bioenergy with CCUS",2046,2102.4
"Global Net-zero","British Columbia","Hydro",2046,61250.38668
"Global Net-zero","British Columbia","Natural Gas",2046,144.51681
"Global Net-zero","British Columbia","Natural Gas with CCUS",2046,2666.51355
"Global Net-zero","British Columbia","Oil",2046,0
"Global Net-zero","British Columbia","Onshore Wind",2046,23218.82551
"Global Net-zero","British Columbia","Solar (Distributed)",2046,1670.907165
"Global Net-zero","British Columbia","Solar (Utility scale)",2046,10286.16112
"Global Net-zero","British Columbia","Uranium SMR",2046,13636.75559
"Global Net-zero","British Columbia","Total",2046,117076.94637467
"Global Net-zero","Manitoba","Bioenergy",2046,61.69038734
"Global Net-zero","Manitoba","Hydro",2046,49837.57845
"Global Net-zero","Manitoba","Natural Gas",2046,0
"Global Net-zero","Manitoba","Oil",2046,0
"Global Net-zero","Manitoba","Onshore Wind",2046,1407.62811
"Global Net-zero","Manitoba","Solar (Distributed)",2046,98.43757362
"Global Net-zero","Manitoba","Solar (Utility scale)",2046,237.4264633
"Global Net-zero","Manitoba","Uranium SMR",2046,10670.03995
"Global Net-zero","Manitoba","Total",2046,62312.80093426
"Global Net-zero","New Brunswick","Bioenergy",2046,177.5621881
"Global Net-zero","New Brunswick","Coal and Coke",2046,0
"Global Net-zero","New Brunswick","Hydro",2046,2819.095305
"Global Net-zero","New Brunswick","Natural Gas",2046,0
"Global Net-zero","New Brunswick","Oil",2046,14.663465
"Global Net-zero","New Brunswick","Onshore Wind",2046,8428.038731
"Global Net-zero","New Brunswick","Solar (Distributed)",2046,38.77992189
"Global Net-zero","New Brunswick","Solar (Utility scale)",2046,280.4385107
"Global Net-zero","New Brunswick","Uranium",2046,4488.42816
"Global Net-zero","New Brunswick","Uranium SMR",2046,4243.899795
"Global Net-zero","New Brunswick","Total",2046,20490.90607669
"Global Net-zero","Newfoundland and Labrador","Hydro",2046,46479.38184
"Global Net-zero","Newfoundland and Labrador","Natural Gas",2046,15.23287987
"Global Net-zero","Newfoundland and Labrador","Oil",2046,1.566
"Global Net-zero","Newfoundland and Labrador","Onshore Wind",2046,194.4986979
"Global Net-zero","Newfoundland and Labrador","Solar (Distributed)",2046,21.3223768
"Global Net-zero","Newfoundland and Labrador","Solar (Utility scale)",2046,0.019396747
"Global Net-zero","Newfoundland and Labrador","Total",2046,46712.021191317
"Global Net-zero","Nova Scotia","Bioenergy",2046,201.257676
"Global Net-zero","Nova Scotia","Coal and Coke",2046,0
"Global Net-zero","Nova Scotia","Hydro",2046,488.7046876
"Global Net-zero","Nova Scotia","Natural Gas",2046,60.46591355
"Global Net-zero","Nova Scotia","Offshore Wind",2046,22440.97256
"Global Net-zero","Nova Scotia","Oil",2046,0
"Global Net-zero","Nova Scotia","Onshore Wind",2046,2045.495369
"Global Net-zero","Nova Scotia","Solar (Distributed)",2046,32.92972043
"Global Net-zero","Nova Scotia","Solar (Utility scale)",2046,134.0512006
"Global Net-zero","Nova Scotia","Total",2046,25403.87712718
"Global Net-zero","Northwest Territories","Hydro",2046,515.6007154
"Global Net-zero","Northwest Territories","Natural Gas",2046,29.36724564
"Global Net-zero","Northwest Territories","Oil",2046,11.18440321
"Global Net-zero","Northwest Territories","Onshore Wind",2046,37.86329261
"Global Net-zero","Northwest Territories","Solar (Distributed)",2046,0.970056739
"Global Net-zero","Northwest Territories","Solar (Utility scale)",2046,63.14640111
"Global Net-zero","Northwest Territories","Total",2046,658.132114709
"Global Net-zero","Nunavut","Oil",2046,327.4575672
"Global Net-zero","Nunavut","Onshore Wind",2046,92.2297362
"Global Net-zero","Nunavut","Solar (Distributed)",2046,0.589402294
"Global Net-zero","Nunavut","Solar (Utility scale)",2046,44.73167901
"Global Net-zero","Nunavut","Total",2046,465.008384704
"Global Net-zero","Ontario","Bioenergy",2046,2223.0388563
"Global Net-zero","Ontario","Bioenergy with CCUS",2046,2102.4
"Global Net-zero","Ontario","Hydro",2046,41184.49774
"Global Net-zero","Ontario","Natural Gas",2046,3457.37532
"Global Net-zero","Ontario","Natural Gas with CCUS",2046,30401.80807
"Global Net-zero","Ontario","Oil",2046,0
"Global Net-zero","Ontario","Onshore Wind",2046,176727.92
"Global Net-zero","Ontario","Solar (Distributed)",2046,5069.054451
"Global Net-zero","Ontario","Solar (Utility scale)",2046,12129.61954
"Global Net-zero","Ontario","Uranium",2046,87276.17554
"Global Net-zero","Ontario","Uranium SMR",2046,77753.7262
"Global Net-zero","Ontario","Total",2046,438325.6157173
"Global Net-zero","Prince Edward Island","Bioenergy",2046,3.76062017
"Global Net-zero","Prince Edward Island","Oil",2046,0
"Global Net-zero","Prince Edward Island","Onshore Wind",2046,1442.282703
"Global Net-zero","Prince Edward Island","Solar (Distributed)",2046,5.451746843
"Global Net-zero","Prince Edward Island","Solar (Utility scale)",2046,128.367933
"Global Net-zero","Prince Edward Island","Uranium SMR",2046,2610.499485
"Global Net-zero","Prince Edward Island","Total",2046,4190.362488013
"Global Net-zero","Quebec","Bioenergy",2046,1702.49082391
"Global Net-zero","Quebec","Hydro",2046,263516.0043
"Global Net-zero","Quebec","Natural Gas",2046,0
"Global Net-zero","Quebec","Oil",2046,321.225307
"Global Net-zero","Quebec","Onshore Wind",2046,18399.58551
"Global Net-zero","Quebec","Solar (Distributed)",2046,757.5633064
"Global Net-zero","Quebec","Solar (Utility scale)",2046,742.3615997
"Global Net-zero","Quebec","Uranium SMR",2046,18113.78575
"Global Net-zero","Quebec","Total",2046,303553.016597009
"Global Net-zero","Saskatchewan","Bioenergy",2046,133.2563826
"Global Net-zero","Saskatchewan","Bioenergy with CCUS",2046,16030.8
"Global Net-zero","Saskatchewan","Coal and Coke",2046,0
"Global Net-zero","Saskatchewan","Coal with CCUS",2046,0
"Global Net-zero","Saskatchewan","Hydro",2046,4092.26856
"Global Net-zero","Saskatchewan","Natural Gas",2046,47.91786727
"Global Net-zero","Saskatchewan","Natural Gas with CCUS",2046,2421.289129
"Global Net-zero","Saskatchewan","Oil",2046,0
"Global Net-zero","Saskatchewan","Onshore Wind",2046,15858.37818
"Global Net-zero","Saskatchewan","Solar (Distributed)",2046,479.2614176
"Global Net-zero","Saskatchewan","Solar (Utility scale)",2046,1703.118953
"Global Net-zero","Saskatchewan","Uranium SMR",2046,6621.962883
"Global Net-zero","Saskatchewan","Total",2046,47388.25337247
"Global Net-zero","Yukon","Bioenergy",2046,11.132663077
"Global Net-zero","Yukon","Hydro",2046,460.3146407
"Global Net-zero","Yukon","Natural Gas",2046,135.3661399
"Global Net-zero","Yukon","Oil",2046,84.62376744
"Global Net-zero","Yukon","Onshore Wind",2046,52.29950692
"Global Net-zero","Yukon","Solar (Distributed)",2046,1.082146306
"Global Net-zero","Yukon","Solar (Utility scale)",2046,60.36288336
"Global Net-zero","Yukon","Total",2046,805.181747702999
"Canada Net-zero","Alberta","Bioenergy",2047,948.7767155
"Canada Net-zero","Alberta","Bioenergy with CCUS",2047,20980.2
"Canada Net-zero","Alberta","Coal and Coke",2047,0
"Canada Net-zero","Alberta","Hydro",2047,1323.820991
"Canada Net-zero","Alberta","Hydrogen",2047,781.1476727
"Canada Net-zero","Alberta","Natural Gas",2047,909.332507
"Canada Net-zero","Alberta","Natural Gas with CCUS",2047,22653.82235
"Canada Net-zero","Alberta","Oil",2047,0
"Canada Net-zero","Alberta","Onshore Wind",2047,69029.79465
"Canada Net-zero","Alberta","Solar (Distributed)",2047,2795.7482
"Canada Net-zero","Alberta","Solar (Utility scale)",2047,25288.41663
"Canada Net-zero","Alberta","Uranium SMR",2047,14559.40313
"Canada Net-zero","Alberta","Total",2047,159270.462846199
"Canada Net-zero","British Columbia","Bioenergy",2047,2683.454093
"Canada Net-zero","British Columbia","Bioenergy with CCUS",2047,2233.8
"Canada Net-zero","British Columbia","Hydro",2047,60752.92935
"Canada Net-zero","British Columbia","Natural Gas",2047,976.348441
"Canada Net-zero","British Columbia","Natural Gas with CCUS",2047,1154.334845
"Canada Net-zero","British Columbia","Oil",2047,0
"Canada Net-zero","British Columbia","Onshore Wind",2047,34470.61374
"Canada Net-zero","British Columbia","Solar (Distributed)",2047,1684.728654
"Canada Net-zero","British Columbia","Solar (Utility scale)",2047,13707.26827
"Canada Net-zero","British Columbia","Uranium SMR",2047,13750.63237
"Canada Net-zero","British Columbia","Total",2047,131414.109763
"Canada Net-zero","Manitoba","Bioenergy",2047,64.23734306
"Canada Net-zero","Manitoba","Hydro",2047,49952.51803
"Canada Net-zero","Manitoba","Natural Gas",2047,0
"Canada Net-zero","Manitoba","Oil",2047,0
"Canada Net-zero","Manitoba","Onshore Wind",2047,1396.036058
"Canada Net-zero","Manitoba","Solar (Distributed)",2047,99.92905201
"Canada Net-zero","Manitoba","Solar (Utility scale)",2047,9.892769117
"Canada Net-zero","Manitoba","Uranium SMR",2047,14397.08207
"Canada Net-zero","Manitoba","Total",2047,65919.695322187
"Canada Net-zero","New Brunswick","Bioenergy",2047,145.3236145
"Canada Net-zero","New Brunswick","Coal and Coke",2047,0
"Canada Net-zero","New Brunswick","Hydro",2047,2855.532733
"Canada Net-zero","New Brunswick","Natural Gas",2047,0
"Canada Net-zero","New Brunswick","Oil",2047,26.1904819399999
"Canada Net-zero","New Brunswick","Onshore Wind",2047,7743.483687
"Canada Net-zero","New Brunswick","Solar (Distributed)",2047,40.59059126
"Canada Net-zero","New Brunswick","Solar (Utility scale)",2047,48.1292859
"Canada Net-zero","New Brunswick","Uranium",2047,4461.421573
"Canada Net-zero","New Brunswick","Uranium SMR",2047,5601.411766
"Canada Net-zero","New Brunswick","Total",2047,20922.0837326
"Canada Net-zero","Newfoundland and Labrador","Hydro",2047,46506.19553
"Canada Net-zero","Newfoundland and Labrador","Natural Gas",2047,10.44
"Canada Net-zero","Newfoundland and Labrador","Oil",2047,10.099987981
"Canada Net-zero","Newfoundland and Labrador","Onshore Wind",2047,194.4986979
"Canada Net-zero","Newfoundland and Labrador","Solar (Distributed)",2047,22.0024024
"Canada Net-zero","Newfoundland and Labrador","Solar (Utility scale)",2047,0.019396747
"Canada Net-zero","Newfoundland and Labrador","Total",2047,46743.256015028
"Canada Net-zero","Nova Scotia","Bioenergy",2047,208.273636
"Canada Net-zero","Nova Scotia","Coal and Coke",2047,0
"Canada Net-zero","Nova Scotia","Hydro",2047,499.8231772
"Canada Net-zero","Nova Scotia","Natural Gas",2047,134.5589995
"Canada Net-zero","Nova Scotia","Offshore Wind",2047,22501.95405
"Canada Net-zero","Nova Scotia","Oil",2047,6.4467
"Canada Net-zero","Nova Scotia","Onshore Wind",2047,2510.847838
"Canada Net-zero","Nova Scotia","Solar (Distributed)",2047,35.10358919
"Canada Net-zero","Nova Scotia","Solar (Utility scale)",2047,0.539401307
"Canada Net-zero","Nova Scotia","Total",2047,25897.547391197
"Canada Net-zero","Northwest Territories","Hydro",2047,608.4522827
"Canada Net-zero","Northwest Territories","Natural Gas",2047,37.41269149
"Canada Net-zero","Northwest Territories","Oil",2047,18.39187205
"Canada Net-zero","Northwest Territories","Onshore Wind",2047,78.90062774
"Canada Net-zero","Northwest Territories","Solar (Distributed)",2047,0.970434193
"Canada Net-zero","Northwest Territories","Solar (Utility scale)",2047,60.71560612
"Canada Net-zero","Northwest Territories","Total",2047,804.843514293
"Canada Net-zero","Nunavut","Oil",2047,352.3268343
"Canada Net-zero","Nunavut","Onshore Wind",2047,92.31401282
"Canada Net-zero","Nunavut","Solar (Distributed)",2047,0.595208104
"Canada Net-zero","Nunavut","Solar (Utility scale)",2047,44.80808655
"Canada Net-zero","Nunavut","Total",2047,490.044141773999
"Canada Net-zero","Ontario","Bioenergy",2047,10232.38309
"Canada Net-zero","Ontario","Bioenergy with CCUS",2047,2233.8
"Canada Net-zero","Ontario","Hydro",2047,40577.80529
"Canada Net-zero","Ontario","Natural Gas",2047,6574.636995
"Canada Net-zero","Ontario","Natural Gas with CCUS",2047,18851.95902
"Canada Net-zero","Ontario","Oil",2047,0
"Canada Net-zero","Ontario","Onshore Wind",2047,208707.1734
"Canada Net-zero","Ontario","Solar (Distributed)",2047,5114.660702
"Canada Net-zero","Ontario","Solar (Utility scale)",2047,14460.28191
"Canada Net-zero","Ontario","Uranium",2047,85187.7245
"Canada Net-zero","Ontario","Uranium SMR",2047,78225.39884
"Canada Net-zero","Ontario","Total",2047,470165.823746999
"Canada Net-zero","Prince Edward Island","Bioenergy",2047,3.77042412
"Canada Net-zero","Prince Edward Island","Oil",2047,0
"Canada Net-zero","Prince Edward Island","Onshore Wind",2047,1560.397167
"Canada Net-zero","Prince Edward Island","Solar (Distributed)",2047,5.476219285
"Canada Net-zero","Prince Edward Island","Solar (Utility scale)",2047,95.96821104
"Canada Net-zero","Prince Edward Island","Uranium SMR",2047,2892.65733
"Canada Net-zero","Prince Edward Island","Total",2047,4558.269351445
"Canada Net-zero","Quebec","Bioenergy",2047,1692.26592887999
"Canada Net-zero","Quebec","Hydro",2047,266508.0733
"Canada Net-zero","Quebec","Natural Gas",2047,0
"Canada Net-zero","Quebec","Oil",2047,324.1008354
"Canada Net-zero","Quebec","Onshore Wind",2047,23149.63631
"Canada Net-zero","Quebec","Solar (Distributed)",2047,786.7003566
"Canada Net-zero","Quebec","Solar (Utility scale)",2047,0.397480685
"Canada Net-zero","Quebec","Uranium SMR",2047,19894.37473
"Canada Net-zero","Quebec","Total",2047,312355.548941565
"Canada Net-zero","Saskatchewan","Bioenergy",2047,123.4645563
"Canada Net-zero","Saskatchewan","Bioenergy with CCUS",2047,17169.6
"Canada Net-zero","Saskatchewan","Coal and Coke",2047,0
"Canada Net-zero","Saskatchewan","Coal with CCUS",2047,0
"Canada Net-zero","Saskatchewan","Hydro",2047,4167.682822
"Canada Net-zero","Saskatchewan","Natural Gas",2047,424.7269137
"Canada Net-zero","Saskatchewan","Natural Gas with CCUS",2047,1090.789274
"Canada Net-zero","Saskatchewan","Oil",2047,0
"Canada Net-zero","Saskatchewan","Onshore Wind",2047,20971.32278
"Canada Net-zero","Saskatchewan","Solar (Distributed)",2047,507.3462734
"Canada Net-zero","Saskatchewan","Solar (Utility scale)",2047,2857.362402
"Canada Net-zero","Saskatchewan","Uranium SMR",2047,6533.415803
"Canada Net-zero","Saskatchewan","Total",2047,53845.7108244
"Canada Net-zero","Yukon","Bioenergy",2047,22.841845658
"Canada Net-zero","Yukon","Hydro",2047,462.599358
"Canada Net-zero","Yukon","Natural Gas",2047,147.1647849
"Canada Net-zero","Yukon","Oil",2047,104.90422
"Canada Net-zero","Yukon","Onshore Wind",2047,51.13600448
"Canada Net-zero","Yukon","Solar (Distributed)",2047,1.066515263
"Canada Net-zero","Yukon","Solar (Utility scale)",2047,60.36288336
"Canada Net-zero","Yukon","Total",2047,850.075611661
"Current Measures","Alberta","Bioenergy",2047,202.827347649999
"Current Measures","Alberta","Coal and Coke",2047,0
"Current Measures","Alberta","Hydro",2047,1647.264226
"Current Measures","Alberta","Natural Gas",2047,69410.04626
"Current Measures","Alberta","Oil",2047,0
"Current Measures","Alberta","Onshore Wind",2047,39213.73396
"Current Measures","Alberta","Solar (Distributed)",2047,1632.112462
"Current Measures","Alberta","Solar (Utility scale)",2047,10139.85461
"Current Measures","Alberta","Total",2047,122245.83886565
"Current Measures","British Columbia","Bioenergy",2047,2623.08908303
"Current Measures","British Columbia","Hydro",2047,62849.72976
"Current Measures","British Columbia","Natural Gas",2047,8071.964214
"Current Measures","British Columbia","Oil",2047,0
"Current Measures","British Columbia","Onshore Wind",2047,26896.50688
"Current Measures","British Columbia","Solar (Distributed)",2047,1158.590973
"Current Measures","British Columbia","Solar (Utility scale)",2047,10840.74004
"Current Measures","British Columbia","Total",2047,112440.62095003
"Current Measures","Manitoba","Bioenergy",2047,1515.065797
"Current Measures","Manitoba","Hydro",2047,36747.03021
"Current Measures","Manitoba","Natural Gas",2047,0
"Current Measures","Manitoba","Oil",2047,0.445354031
"Current Measures","Manitoba","Onshore Wind",2047,5445.658707
"Current Measures","Manitoba","Solar (Distributed)",2047,55.18470036
"Current Measures","Manitoba","Solar (Utility scale)",2047,807.9330937
"Current Measures","Manitoba","Total",2047,44571.317862091
"Current Measures","New Brunswick","Bioenergy",2047,82.4362127
"Current Measures","New Brunswick","Coal and Coke",2047,0
"Current Measures","New Brunswick","Hydro",2047,2254.11481
"Current Measures","New Brunswick","Natural Gas",2047,0
"Current Measures","New Brunswick","Oil",2047,0.030422095
"Current Measures","New Brunswick","Onshore Wind",2047,10889.69682
"Current Measures","New Brunswick","Solar (Distributed)",2047,25.82221272
"Current Measures","New Brunswick","Solar (Utility scale)",2047,48.1292859
"Current Measures","New Brunswick","Uranium",2047,4918.088434
"Current Measures","New Brunswick","Total",2047,18218.318197415
"Current Measures","Newfoundland and Labrador","Hydro",2047,45421.28772
"Current Measures","Newfoundland and Labrador","Natural Gas",2047,0
"Current Measures","Newfoundland and Labrador","Oil",2047,0
"Current Measures","Newfoundland and Labrador","Onshore Wind",2047,194.4986979
"Current Measures","Newfoundland and Labrador","Solar (Distributed)",2047,15.51800088
"Current Measures","Newfoundland and Labrador","Solar (Utility scale)",2047,0.019396747
"Current Measures","Newfoundland and Labrador","Total",2047,45631.323815527
"Current Measures","Nova Scotia","Bioenergy",2047,482.9046708
"Current Measures","Nova Scotia","Coal and Coke",2047,0
"Current Measures","Nova Scotia","Hydro",2047,983.4449294
"Current Measures","Nova Scotia","Natural Gas",2047,4133.97954
"Current Measures","Nova Scotia","Oil",2047,0
"Current Measures","Nova Scotia","Onshore Wind",2047,7711.261078
